task_id,task,deadline_days,complexity,resources,dependencies,priority,success,delay,gender,race/ethnicity,parental_level_of_education,lunch,test_preparation_course,math_score,reading_score,writing_score,task_length,deadline_urgency,resource_efficiency,start_delay,completion_time,abandoned
TASK-4677,Simulated task 4677 with 76 words,22,0.483,0.813,2,2,1,0,,,,,,,,,76.0,0.091,1.395,0.0,22,0
TASK-4678,Simulated task 4678 with 61 words,23,0.783,0.647,4,2,0,1,,,,,,,,,61.0,0.087,0.733,4.6000000000000005,23,1
TASK-4679,Simulated task 4679 with 54 words,10,0.586,0.973,2,5,0,1,,,,,,,,,54.0,0.5,1.419,2.0,10,1
TASK-4680,Simulated task 4680 with 87 words,7,0.585,0.217,0,1,0,0,,,,,,,,,87.0,0.143,0.317,0.0,7,0
TASK-4681,Simulated task 4681 with 63 words,13,0.535,0.383,1,1,0,0,,,,,,,,,63.0,0.077,0.603,0.0,13,0
TASK-4682,Simulated task 4682 with 60 words,30,0.555,0.479,1,1,1,0,,,,,,,,,60.0,0.033,0.731,0.0,30,0
TASK-4683,Simulated task 4683 with 52 words,28,0.564,0.723,1,1,0,0,,,,,,,,,52.0,0.036,1.088,0.0,28,0
TASK-4684,Simulated task 4684 with 44 words,7,0.375,0.668,0,4,1,0,,,,,,,,,44.0,0.571,1.407,0.0,7,0
TASK-4685,Simulated task 4685 with 52 words,15,0.317,0.706,3,3,1,1,,,,,,,,,52.0,0.2,1.696,3.0,15,0
TASK-4686,Simulated task 4686 with 92 words,17,0.512,0.438,2,2,0,0,,,,,,,,,92.0,0.118,0.716,0.0,17,0
TASK-4687,Simulated task 4687 with 76 words,23,0.393,0.124,2,3,0,0,,,,,,,,,76.0,0.13,0.252,0.0,23,0
TASK-4688,Simulated task 4688 with 51 words,27,0.537,0.41,2,3,0,0,,,,,,,,,51.0,0.111,0.644,0.0,27,0
TASK-4689,Simulated task 4689 with 52 words,3,0.284,0.952,3,3,1,1,,,,,,,,,52.0,1.0,2.478,0.6000000000000001,3,0
TASK-4690,Simulated task 4690 with 79 words,5,0.205,0.445,1,3,0,0,,,,,,,,,79.0,0.6,1.458,0.0,5,0
TASK-4691,Simulated task 4691 with 99 words,10,0.244,0.644,6,4,0,1,,,,,,,,,99.0,0.4,1.872,2.0,10,1
TASK-4692,Simulated task 4692 with 92 words,5,0.485,0.615,2,5,0,1,,,,,,,,,92.0,1.0,1.051,1.0,5,1
TASK-4693,Simulated task 4693 with 49 words,24,0.177,0.646,2,4,1,0,,,,,,,,,49.0,0.167,2.333,0.0,24,0
TASK-4694,Simulated task 4694 with 61 words,7,0.89,0.266,0,2,0,1,,,,,,,,,61.0,0.286,0.269,1.4000000000000001,7,1
TASK-4695,Simulated task 4695 with 71 words,7,0.89,0.805,3,1,0,1,,,,,,,,,71.0,0.143,0.812,1.4000000000000001,7,1
TASK-4696,Simulated task 4696 with 89 words,22,0.677,0.575,1,5,1,0,,,,,,,,,89.0,0.227,0.74,0.0,22,0
TASK-4697,Simulated task 4697 with 65 words,23,0.426,1.0,2,2,1,0,,,,,,,,,65.0,0.087,1.901,0.0,23,0
TASK-4698,Simulated task 4698 with 63 words,14,0.403,0.507,2,1,0,1,,,,,,,,,63.0,0.071,1.007,2.8000000000000003,14,1
TASK-4699,Simulated task 4699 with 62 words,23,0.559,0.844,1,4,1,0,,,,,,,,,62.0,0.174,1.281,0.0,23,0
TASK-4700,Simulated task 4700 with 79 words,15,0.619,0.503,1,3,0,1,,,,,,,,,79.0,0.2,0.699,3.0,15,1
TASK-4701,Simulated task 4701 with 64 words,5,0.559,1.0,4,2,1,1,,,,,,,,,64.0,0.4,1.517,1.0,5,0
TASK-4702,Simulated task 4702 with 78 words,5,0.238,0.783,4,3,1,1,,,,,,,,,78.0,0.6,2.316,1.0,5,0
TASK-4703,Simulated task 4703 with 42 words,4,0.462,0.279,5,3,0,1,,,,,,,,,42.0,0.75,0.496,0.8,4,1
TASK-4704,Simulated task 4704 with 79 words,30,0.607,0.952,5,3,1,1,,,,,,,,,79.0,0.1,1.347,6.0,30,0
TASK-4705,Simulated task 4705 with 55 words,20,0.1,0.794,0,5,1,0,,,,,,,,,55.0,0.25,3.969,0.0,20,0
TASK-4706,Simulated task 4706 with 57 words,21,0.279,0.483,2,1,0,0,,,,,,,,,57.0,0.048,1.275,0.0,21,0
TASK-4707,Simulated task 4707 with 78 words,26,0.605,0.197,1,3,0,0,,,,,,,,,78.0,0.115,0.279,0.0,26,0
TASK-4708,Simulated task 4708 with 69 words,9,0.438,0.899,2,2,1,1,,,,,,,,,69.0,0.222,1.673,1.8,9,0
TASK-4709,Simulated task 4709 with 83 words,30,0.438,1.0,3,5,1,0,,,,,,,,,83.0,0.167,1.86,0.0,30,0
TASK-4710,Simulated task 4710 with 76 words,27,0.722,0.88,2,1,1,1,,,,,,,,,76.0,0.037,1.071,5.4,27,0
TASK-4711,Simulated task 4711 with 69 words,12,0.489,0.817,4,2,1,0,,,,,,,,,69.0,0.167,1.387,0.0,12,0
TASK-4712,Simulated task 4712 with 78 words,16,0.405,0.739,1,5,1,0,,,,,,,,,78.0,0.312,1.463,0.0,16,0
TASK-4713,Simulated task 4713 with 51 words,22,0.438,0.865,1,5,1,0,,,,,,,,,51.0,0.227,1.607,0.0,22,0
TASK-4714,Simulated task 4714 with 54 words,8,0.445,0.535,1,1,0,1,,,,,,,,,54.0,0.125,0.981,1.6,8,1
TASK-4715,Simulated task 4715 with 79 words,9,0.333,0.146,4,3,0,1,,,,,,,,,79.0,0.333,0.338,1.8,9,1
TASK-4716,Simulated task 4716 with 48 words,12,0.455,0.79,2,2,0,1,,,,,,,,,48.0,0.167,1.422,2.4000000000000004,12,1
TASK-4717,Simulated task 4717 with 45 words,30,0.272,0.698,2,4,1,0,,,,,,,,,45.0,0.133,1.877,0.0,30,0
TASK-4718,Simulated task 4718 with 55 words,20,0.433,0.249,4,3,0,1,,,,,,,,,55.0,0.15,0.467,4.0,20,1
TASK-4719,Simulated task 4719 with 68 words,28,0.397,0.1,3,4,0,1,,,,,,,,,68.0,0.143,0.201,5.6000000000000005,28,1
TASK-4720,Simulated task 4720 with 64 words,29,0.546,0.62,1,2,1,0,,,,,,,,,64.0,0.069,0.96,0.0,29,0
TASK-4721,Simulated task 4721 with 40 words,7,0.803,0.561,0,4,1,0,,,,,,,,,40.0,0.571,0.621,0.0,7,0
TASK-4722,Simulated task 4722 with 55 words,21,0.552,0.54,3,4,0,1,,,,,,,,,55.0,0.19,0.828,4.2,21,1
TASK-4723,Simulated task 4723 with 88 words,4,0.521,0.745,1,1,0,0,,,,,,,,,88.0,0.25,1.2,0.0,4,0
TASK-4724,Simulated task 4724 with 63 words,28,0.547,0.414,4,1,0,1,,,,,,,,,63.0,0.036,0.64,5.6000000000000005,28,1
TASK-4725,Simulated task 4725 with 58 words,23,0.327,0.772,0,1,1,0,,,,,,,,,58.0,0.043,1.806,0.0,23,0
TASK-4726,Simulated task 4726 with 85 words,3,0.64,0.774,3,4,0,1,,,,,,,,,85.0,1.333,1.045,0.6000000000000001,3,1
TASK-4727,Simulated task 4727 with 63 words,1,0.581,0.1,2,4,0,1,,,,,,,,,63.0,4.0,0.147,0.2,1,1
TASK-4728,Simulated task 4728 with 91 words,7,0.491,0.583,3,5,0,0,,,,,,,,,91.0,0.714,0.986,0.0,7,0
TASK-4729,Simulated task 4729 with 71 words,9,0.571,0.65,1,5,0,1,,,,,,,,,71.0,0.556,0.969,1.8,9,1
TASK-4730,Simulated task 4730 with 52 words,2,0.566,0.787,3,1,0,1,,,,,,,,,52.0,0.5,1.183,0.4,2,1
TASK-4731,Simulated task 4731 with 75 words,7,0.566,0.737,2,5,0,1,,,,,,,,,75.0,0.714,1.107,1.4000000000000001,7,1
TASK-4732,Simulated task 4732 with 77 words,10,0.699,0.162,2,3,0,1,,,,,,,,,77.0,0.3,0.203,2.0,10,1
TASK-4733,Simulated task 4733 with 66 words,2,0.348,0.624,1,5,1,1,,,,,,,,,66.0,2.5,1.392,0.4,2,0
TASK-4734,Simulated task 4734 with 73 words,13,0.762,0.535,1,5,0,0,,,,,,,,,73.0,0.385,0.621,0.0,13,0
TASK-4735,Simulated task 4735 with 39 words,29,0.179,0.869,2,3,1,0,,,,,,,,,39.0,0.103,3.108,0.0,29,0
TASK-4736,Simulated task 4736 with 65 words,3,0.632,0.3,0,3,1,0,,,,,,,,,65.0,1.0,0.41,0.0,3,0
TASK-4737,Simulated task 4737 with 72 words,13,0.534,0.599,1,2,0,0,,,,,,,,,72.0,0.154,0.946,0.0,13,0
TASK-4738,Simulated task 4738 with 66 words,10,0.307,0.818,1,4,1,0,,,,,,,,,66.0,0.4,2.007,0.0,10,0
TASK-4739,Simulated task 4739 with 63 words,30,0.706,0.79,2,4,1,1,,,,,,,,,63.0,0.133,0.98,6.0,30,0
TASK-4740,Simulated task 4740 with 76 words,12,0.137,0.561,3,1,1,1,,,,,,,,,76.0,0.083,2.366,2.4000000000000004,12,0
TASK-4741,Simulated task 4741 with 134 words,26,0.825,0.895,1,2,0,0,,,,,,,,,134.0,0.077,0.967,0.0,26,0
TASK-4742,Simulated task 4742 with 43 words,3,0.951,0.417,1,2,0,1,,,,,,,,,43.0,0.667,0.397,0.6000000000000001,3,1
TASK-4743,Simulated task 4743 with 89 words,28,0.467,0.783,1,2,1,0,,,,,,,,,89.0,0.071,1.38,0.0,28,0
TASK-4744,Simulated task 4744 with 76 words,29,0.294,0.825,2,2,1,0,,,,,,,,,76.0,0.069,2.09,0.0,29,0
TASK-4745,Simulated task 4745 with 61 words,20,0.384,0.258,2,5,1,1,,,,,,,,,61.0,0.25,0.532,4.0,20,0
TASK-4746,Simulated task 4746 with 51 words,6,0.695,0.926,1,2,1,0,,,,,,,,,51.0,0.333,1.164,0.0,6,0
TASK-4747,Simulated task 4747 with 96 words,3,0.436,0.188,5,1,0,1,,,,,,,,,96.0,0.333,0.351,0.6000000000000001,3,1
TASK-4748,Simulated task 4748 with 66 words,29,0.1,0.693,2,4,1,0,,,,,,,,,66.0,0.138,3.467,0.0,29,0
TASK-4749,Simulated task 4749 with 24 words,25,0.577,0.483,2,2,1,0,,,,,,,,,24.0,0.08,0.713,0.0,25,0
TASK-4750,Simulated task 4750 with 60 words,2,0.679,0.853,4,4,0,1,,,,,,,,,60.0,2.0,1.095,0.4,2,1
TASK-4751,Simulated task 4751 with 68 words,23,0.603,0.682,1,3,1,0,,,,,,,,,68.0,0.13,0.971,0.0,23,0
TASK-4752,Simulated task 4752 with 48 words,22,0.635,1.0,4,1,1,1,,,,,,,,,48.0,0.045,1.361,4.4,22,0
TASK-4753,Simulated task 4753 with 65 words,14,0.821,0.884,0,3,0,0,,,,,,,,,65.0,0.214,0.96,0.0,14,0
TASK-4754,Simulated task 4754 with 70 words,15,0.458,0.633,4,2,0,1,,,,,,,,,70.0,0.133,1.135,3.0,15,1
TASK-4755,Simulated task 4755 with 77 words,18,0.844,0.901,2,5,1,0,,,,,,,,,77.0,0.278,0.955,0.0,18,0
TASK-4756,Simulated task 4756 with 92 words,27,0.469,0.574,1,5,1,0,,,,,,,,,92.0,0.185,1.009,0.0,27,0
TASK-4757,Simulated task 4757 with 57 words,19,0.725,0.328,3,1,0,1,,,,,,,,,57.0,0.053,0.397,3.8000000000000003,19,1
TASK-4758,Simulated task 4758 with 39 words,22,0.472,0.486,1,2,0,0,,,,,,,,,39.0,0.091,0.85,0.0,22,0
TASK-4759,Simulated task 4759 with 73 words,10,0.908,0.571,1,2,1,0,,,,,,,,,73.0,0.2,0.567,0.0,10,0
TASK-4760,Simulated task 4760 with 96 words,20,0.63,0.1,1,2,0,1,,,,,,,,,96.0,0.1,0.137,4.0,20,1
TASK-4761,Simulated task 4761 with 48 words,17,0.481,0.946,0,2,1,0,,,,,,,,,48.0,0.118,1.629,0.0,17,0
TASK-4762,Simulated task 4762 with 33 words,17,0.26,0.576,2,1,0,0,,,,,,,,,33.0,0.059,1.599,0.0,17,0
TASK-4763,Simulated task 4763 with 72 words,19,0.541,0.841,2,1,0,0,,,,,,,,,72.0,0.053,1.312,0.0,19,0
TASK-4764,Simulated task 4764 with 35 words,24,0.336,0.64,0,1,1,0,,,,,,,,,35.0,0.042,1.468,0.0,24,0
TASK-4765,Simulated task 4765 with 51 words,27,0.588,0.215,2,5,1,1,,,,,,,,,51.0,0.185,0.312,5.4,27,0
TASK-4766,Simulated task 4766 with 66 words,4,0.632,0.62,0,2,1,1,,,,,,,,,66.0,0.5,0.847,0.8,4,0
TASK-4767,Simulated task 4767 with 87 words,11,0.708,0.57,4,3,0,1,,,,,,,,,87.0,0.273,0.705,2.2,11,1
TASK-4768,Simulated task 4768 with 49 words,17,0.608,0.429,3,4,1,1,,,,,,,,,49.0,0.235,0.606,3.4000000000000004,17,0
TASK-4769,Simulated task 4769 with 63 words,24,0.516,0.502,2,1,1,0,,,,,,,,,63.0,0.042,0.816,0.0,24,0
TASK-4770,Simulated task 4770 with 54 words,10,0.765,0.607,2,1,0,1,,,,,,,,,54.0,0.1,0.701,2.0,10,1
TASK-4771,Simulated task 4771 with 83 words,22,0.788,0.1,1,5,0,0,,,,,,,,,83.0,0.227,0.113,0.0,22,0
TASK-4772,Simulated task 4772 with 57 words,17,0.289,0.69,2,5,0,1,,,,,,,,,57.0,0.294,1.772,3.4000000000000004,17,1
TASK-4773,Simulated task 4773 with 54 words,12,0.852,0.751,0,4,0,0,,,,,,,,,54.0,0.333,0.789,0.0,12,0
TASK-4774,Simulated task 4774 with 81 words,10,0.746,0.725,1,5,1,0,,,,,,,,,81.0,0.5,0.857,0.0,10,0
TASK-4775,Simulated task 4775 with 87 words,10,0.329,0.53,1,1,0,0,,,,,,,,,87.0,0.1,1.234,0.0,10,0
TASK-4776,Simulated task 4776 with 89 words,6,0.124,1.0,2,2,1,1,,,,,,,,,89.0,0.333,4.461,1.2000000000000002,6,0
TASK-4777,Simulated task 4777 with 79 words,17,0.741,0.728,2,2,0,0,,,,,,,,,79.0,0.118,0.865,0.0,17,0
TASK-4778,Simulated task 4778 with 115 words,26,0.541,0.496,2,5,1,0,,,,,,,,,115.0,0.192,0.773,0.0,26,0
TASK-4779,Simulated task 4779 with 76 words,26,0.409,0.29,5,4,0,1,,,,,,,,,76.0,0.154,0.57,5.2,26,1
TASK-4780,Simulated task 4780 with 70 words,19,0.563,0.259,0,2,1,0,,,,,,,,,70.0,0.105,0.39,0.0,19,0
TASK-4781,Simulated task 4781 with 37 words,2,0.737,0.7,3,1,0,1,,,,,,,,,37.0,0.5,0.836,0.4,2,1
TASK-4782,Simulated task 4782 with 99 words,4,0.1,0.78,1,2,1,0,,,,,,,,,99.0,0.5,3.902,0.0,4,0
TASK-4783,Simulated task 4783 with 67 words,18,0.525,0.631,1,4,1,1,,,,,,,,,67.0,0.222,1.009,3.6,18,0
TASK-4784,Simulated task 4784 with 69 words,27,0.511,0.586,0,5,1,0,,,,,,,,,69.0,0.185,0.958,0.0,27,0
TASK-4785,Simulated task 4785 with 87 words,29,0.799,0.515,2,3,0,0,,,,,,,,,87.0,0.103,0.573,0.0,29,0
TASK-4786,Simulated task 4786 with 80 words,21,0.666,0.723,0,2,1,0,,,,,,,,,80.0,0.095,0.944,0.0,21,0
TASK-4787,Simulated task 4787 with 46 words,4,0.664,0.406,4,1,0,1,,,,,,,,,46.0,0.25,0.532,0.8,4,1
TASK-4788,Simulated task 4788 with 38 words,6,0.411,0.595,1,4,0,1,,,,,,,,,38.0,0.667,1.164,1.2000000000000002,6,1
TASK-4789,Simulated task 4789 with 50 words,14,0.634,0.623,2,2,1,1,,,,,,,,,50.0,0.143,0.849,2.8000000000000003,14,0
TASK-4790,Simulated task 4790 with 84 words,7,0.403,0.744,4,3,0,1,,,,,,,,,84.0,0.429,1.48,1.4000000000000001,7,1
TASK-4791,Simulated task 4791 with 93 words,12,0.478,0.395,2,5,0,0,,,,,,,,,93.0,0.417,0.684,0.0,12,0
TASK-4792,Simulated task 4792 with 109 words,2,0.615,0.349,1,2,0,0,,,,,,,,,109.0,1.0,0.488,0.0,2,0
TASK-4793,Simulated task 4793 with 101 words,18,0.517,0.612,2,4,1,1,,,,,,,,,101.0,0.222,0.992,3.6,18,0
TASK-4794,Simulated task 4794 with 56 words,24,0.563,0.652,0,2,1,0,,,,,,,,,56.0,0.083,0.983,0.0,24,0
TASK-4795,Simulated task 4795 with 67 words,13,0.763,0.599,0,5,1,0,,,,,,,,,67.0,0.385,0.694,0.0,13,0
TASK-4796,Simulated task 4796 with 53 words,13,0.427,0.1,3,4,0,1,,,,,,,,,53.0,0.308,0.19,2.6,13,1
TASK-4797,Simulated task 4797 with 45 words,25,0.292,0.683,1,3,0,0,,,,,,,,,45.0,0.12,1.741,0.0,25,0
TASK-4798,Simulated task 4798 with 74 words,5,0.319,1.0,1,1,1,0,,,,,,,,,74.0,0.2,2.389,0.0,5,0
TASK-4799,Simulated task 4799 with 59 words,7,0.275,0.83,3,5,1,0,,,,,,,,,59.0,0.714,2.212,0.0,7,0
TASK-4800,Simulated task 4800 with 99 words,29,0.821,0.111,1,2,0,0,,,,,,,,,99.0,0.069,0.12,0.0,29,0
TASK-4801,Simulated task 4801 with 62 words,12,0.631,0.499,2,3,0,1,,,,,,,,,62.0,0.25,0.682,2.4000000000000004,12,1
TASK-4802,Simulated task 4802 with 68 words,25,0.714,0.551,0,4,1,0,,,,,,,,,68.0,0.16,0.677,0.0,25,0
TASK-4803,Simulated task 4803 with 55 words,14,0.678,0.52,2,4,0,1,,,,,,,,,55.0,0.286,0.668,2.8000000000000003,14,1
TASK-4804,Simulated task 4804 with 55 words,1,0.46,0.29,3,4,0,1,,,,,,,,,55.0,4.0,0.518,0.2,1,1
TASK-4805,Simulated task 4805 with 47 words,24,0.826,0.377,2,2,0,0,,,,,,,,,47.0,0.083,0.407,0.0,24,0
TASK-4806,Simulated task 4806 with 63 words,10,0.362,0.833,1,5,0,0,,,,,,,,,63.0,0.5,1.805,0.0,10,0
TASK-4807,Simulated task 4807 with 76 words,26,0.902,0.787,4,3,0,1,,,,,,,,,76.0,0.115,0.785,5.2,26,1
TASK-4808,Simulated task 4808 with 114 words,25,0.525,0.572,1,4,1,0,,,,,,,,,114.0,0.16,0.916,0.0,25,0
TASK-4809,Simulated task 4809 with 90 words,9,0.858,0.837,1,1,0,0,,,,,,,,,90.0,0.111,0.874,0.0,9,0
TASK-4810,Simulated task 4810 with 120 words,10,0.29,0.436,4,5,0,1,,,,,,,,,120.0,0.5,1.117,2.0,10,1
TASK-4811,Simulated task 4811 with 39 words,7,0.414,0.514,1,3,1,1,,,,,,,,,39.0,0.429,1.001,1.4000000000000001,7,0
TASK-4812,Simulated task 4812 with 59 words,16,0.179,0.509,1,3,1,1,,,,,,,,,59.0,0.188,1.821,3.2,16,0
TASK-4813,Simulated task 4813 with 44 words,28,0.708,0.212,1,4,0,0,,,,,,,,,44.0,0.143,0.262,0.0,28,0
TASK-4814,Simulated task 4814 with 98 words,28,0.551,0.536,0,1,1,0,,,,,,,,,98.0,0.036,0.824,0.0,28,0
TASK-4815,Simulated task 4815 with 83 words,12,0.903,1.0,3,4,0,0,,,,,,,,,83.0,0.333,0.997,0.0,12,0
TASK-4816,Simulated task 4816 with 60 words,12,0.403,0.982,0,5,1,0,,,,,,,,,60.0,0.417,1.952,0.0,12,0
TASK-4817,Simulated task 4817 with 76 words,26,0.767,0.629,3,2,0,1,,,,,,,,,76.0,0.077,0.725,5.2,26,1
TASK-4818,Simulated task 4818 with 83 words,19,0.516,0.545,1,5,1,0,,,,,,,,,83.0,0.263,0.885,0.0,19,0
TASK-4819,Simulated task 4819 with 64 words,29,0.481,1.0,4,1,1,1,,,,,,,,,64.0,0.034,1.72,5.800000000000001,29,0
TASK-4820,Simulated task 4820 with 85 words,13,0.442,0.538,2,2,0,0,,,,,,,,,85.0,0.154,0.993,0.0,13,0
TASK-4821,Simulated task 4821 with 55 words,21,0.331,0.47,0,3,1,0,,,,,,,,,55.0,0.143,1.091,0.0,21,0
TASK-4822,Simulated task 4822 with 97 words,29,0.575,0.839,0,4,1,0,,,,,,,,,97.0,0.138,1.244,0.0,29,0
TASK-4823,Simulated task 4823 with 75 words,18,0.542,0.172,0,5,0,0,,,,,,,,,75.0,0.278,0.268,0.0,18,0
TASK-4824,Simulated task 4824 with 92 words,27,0.185,0.572,2,4,1,0,,,,,,,,,92.0,0.148,2.005,0.0,27,0
TASK-4825,Simulated task 4825 with 60 words,26,0.1,0.584,2,5,1,0,,,,,,,,,60.0,0.192,2.918,0.0,26,0
TASK-4826,Simulated task 4826 with 64 words,3,0.437,0.729,0,4,1,1,,,,,,,,,64.0,1.333,1.356,0.6000000000000001,3,0
TASK-4827,Simulated task 4827 with 63 words,26,0.732,0.452,0,2,1,0,,,,,,,,,63.0,0.077,0.543,0.0,26,0
TASK-4828,Simulated task 4828 with 47 words,7,0.544,0.557,3,4,1,1,,,,,,,,,47.0,0.571,0.865,1.4000000000000001,7,0
TASK-4829,Simulated task 4829 with 63 words,1,0.239,0.623,3,1,0,1,,,,,,,,,63.0,1.0,1.836,0.2,1,1
TASK-4830,Simulated task 4830 with 59 words,3,0.145,0.536,2,1,1,1,,,,,,,,,59.0,0.333,2.187,0.6000000000000001,3,0
TASK-4831,Simulated task 4831 with 93 words,21,0.731,0.554,3,4,0,0,,,,,,,,,93.0,0.19,0.666,0.0,21,0
TASK-4832,Simulated task 4832 with 97 words,27,0.169,0.808,1,3,1,0,,,,,,,,,97.0,0.111,3.0,0.0,27,0
TASK-4833,Simulated task 4833 with 94 words,14,0.652,0.745,3,1,0,1,,,,,,,,,94.0,0.071,0.991,2.8000000000000003,14,1
TASK-4834,Simulated task 4834 with 86 words,4,0.614,0.73,3,5,0,1,,,,,,,,,86.0,1.25,1.022,0.8,4,1
TASK-4835,Simulated task 4835 with 82 words,19,0.827,0.189,1,4,0,0,,,,,,,,,82.0,0.211,0.204,0.0,19,0
TASK-4836,Simulated task 4836 with 58 words,22,0.374,0.707,4,4,0,1,,,,,,,,,58.0,0.182,1.492,4.4,22,1
TASK-4837,Simulated task 4837 with 70 words,28,0.688,0.39,0,1,0,0,,,,,,,,,70.0,0.036,0.495,0.0,28,0
TASK-4838,Simulated task 4838 with 92 words,6,0.78,1.0,3,3,0,1,,,,,,,,,92.0,0.5,1.136,1.2000000000000002,6,1
TASK-4839,Simulated task 4839 with 72 words,20,0.233,0.598,1,5,1,0,,,,,,,,,72.0,0.25,1.797,0.0,20,0
TASK-4840,Simulated task 4840 with 62 words,9,0.527,0.551,2,1,0,0,,,,,,,,,62.0,0.111,0.879,0.0,9,0
TASK-4841,Simulated task 4841 with 65 words,11,0.492,0.98,2,1,1,1,,,,,,,,,65.0,0.091,1.655,2.2,11,0
TASK-4842,Simulated task 4842 with 49 words,22,0.287,0.902,3,2,1,0,,,,,,,,,49.0,0.091,2.33,0.0,22,0
TASK-4843,Simulated task 4843 with 105 words,15,0.553,0.541,2,1,0,1,,,,,,,,,105.0,0.067,0.828,3.0,15,1
TASK-4844,Simulated task 4844 with 32 words,9,0.266,0.306,2,5,1,0,,,,,,,,,32.0,0.556,0.835,0.0,9,0
TASK-4845,Simulated task 4845 with 45 words,29,0.576,0.159,3,2,0,0,,,,,,,,,45.0,0.069,0.235,0.0,29,0
TASK-4846,Simulated task 4846 with 50 words,11,0.935,0.338,1,3,1,1,,,,,,,,,50.0,0.273,0.327,2.2,11,0
TASK-4847,Simulated task 4847 with 83 words,26,0.459,0.68,2,3,0,0,,,,,,,,,83.0,0.115,1.217,0.0,26,0
TASK-4848,Simulated task 4848 with 92 words,10,0.481,0.563,2,1,0,1,,,,,,,,,92.0,0.1,0.969,2.0,10,1
TASK-4849,Simulated task 4849 with 89 words,2,0.783,0.366,0,5,0,0,,,,,,,,,89.0,2.5,0.414,0.0,2,0
TASK-4850,Simulated task 4850 with 68 words,22,0.752,0.502,3,3,1,1,,,,,,,,,68.0,0.136,0.589,4.4,22,0
TASK-4851,Simulated task 4851 with 59 words,14,0.376,1.0,1,5,0,0,,,,,,,,,59.0,0.357,2.099,0.0,14,0
TASK-4852,Simulated task 4852 with 64 words,4,0.638,0.88,1,5,0,1,,,,,,,,,64.0,1.25,1.193,0.8,4,1
TASK-4853,Simulated task 4853 with 72 words,2,0.1,1.0,1,2,1,0,,,,,,,,,72.0,1.0,5.0,0.0,2,0
TASK-4854,Simulated task 4854 with 72 words,5,0.299,0.428,2,1,0,1,,,,,,,,,72.0,0.2,1.071,1.0,5,1
TASK-4855,Simulated task 4855 with 54 words,14,0.714,0.802,4,5,0,1,,,,,,,,,54.0,0.357,0.985,2.8000000000000003,14,1
TASK-4856,Simulated task 4856 with 63 words,15,0.398,0.776,5,5,0,1,,,,,,,,,63.0,0.333,1.558,3.0,15,1
TASK-4857,Simulated task 4857 with 52 words,19,0.46,0.967,1,5,1,0,,,,,,,,,52.0,0.263,1.727,0.0,19,0
TASK-4858,Simulated task 4858 with 105 words,6,0.315,0.603,1,1,0,0,,,,,,,,,105.0,0.167,1.452,0.0,6,0
TASK-4859,Simulated task 4859 with 54 words,27,0.283,0.404,1,2,1,0,,,,,,,,,54.0,0.074,1.055,0.0,27,0
TASK-4860,Simulated task 4860 with 57 words,15,0.1,0.375,3,5,0,1,,,,,,,,,57.0,0.333,1.873,3.0,15,1
TASK-4861,Simulated task 4861 with 68 words,14,0.427,0.597,4,4,0,1,,,,,,,,,68.0,0.286,1.131,2.8000000000000003,14,1
TASK-4862,Simulated task 4862 with 63 words,8,0.593,0.619,2,2,0,0,,,,,,,,,63.0,0.25,0.894,0.0,8,0
TASK-4863,Simulated task 4863 with 55 words,20,0.549,0.668,1,1,1,0,,,,,,,,,55.0,0.05,1.029,0.0,20,0
TASK-4864,Simulated task 4864 with 40 words,12,0.334,0.251,3,3,0,0,,,,,,,,,40.0,0.25,0.579,0.0,12,0
TASK-4865,Simulated task 4865 with 66 words,4,0.214,0.923,1,5,1,0,,,,,,,,,66.0,1.25,2.939,0.0,4,0
TASK-4866,Simulated task 4866 with 66 words,21,0.425,0.262,1,4,0,1,,,,,,,,,66.0,0.19,0.498,4.2,21,1
TASK-4867,Simulated task 4867 with 81 words,6,0.234,0.923,3,3,1,0,,,,,,,,,81.0,0.5,2.761,0.0,6,0
TASK-4868,Simulated task 4868 with 66 words,11,0.346,0.519,1,3,0,0,,,,,,,,,66.0,0.273,1.163,0.0,11,0
TASK-4869,Simulated task 4869 with 64 words,23,0.526,1.0,4,5,1,1,,,,,,,,,64.0,0.217,1.598,4.6000000000000005,23,0
TASK-4870,Simulated task 4870 with 51 words,22,0.326,0.164,0,5,1,1,,,,,,,,,51.0,0.227,0.384,4.4,22,0
TASK-4871,Simulated task 4871 with 81 words,7,0.757,0.894,3,3,0,0,,,,,,,,,81.0,0.429,1.043,0.0,7,0
TASK-4872,Simulated task 4872 with 39 words,25,0.291,0.342,3,4,0,0,,,,,,,,,39.0,0.16,0.876,0.0,25,0
TASK-4873,Simulated task 4873 with 62 words,4,0.379,0.324,0,2,0,1,,,,,,,,,62.0,0.5,0.677,0.8,4,1
TASK-4874,Simulated task 4874 with 56 words,26,0.67,1.0,4,5,1,1,,,,,,,,,56.0,0.192,1.299,5.2,26,0
TASK-4875,Simulated task 4875 with 45 words,15,0.638,0.788,2,5,1,1,,,,,,,,,45.0,0.333,1.068,3.0,15,0
TASK-4876,Simulated task 4876 with 59 words,1,0.603,0.231,4,1,0,1,,,,,,,,,59.0,1.0,0.328,0.2,1,1
TASK-4877,Simulated task 4877 with 55 words,9,0.372,0.65,4,5,1,1,,,,,,,,,55.0,0.556,1.377,1.8,9,0
